,0
226,-95.18978723404257
227,-309.6544680851065
228,-470.60595744680853
229,-18.513191489361702
230,-47.149787234042556
231,-94.48170212765956
232,-161.2808510638298
233,-33.94297872340417
234,222.89021276595747
235,-104.19659574468083
236,90.74042553191487
237,191.36595744680858
238,-125.62127659574458
239,18.411063829787224
240,-1318.3472340425528
241,121.15063829787232
242,-131.14638297872352
243,4.342978723404256
244,5.89191489361702
245,122.47148936170213
246,-44.30978723404255
247,104.03404255319151
248,-51.85191489361699
249,121.46382978723403
250,46.8136170212766
251,-180.33276595744678
252,-419.0740425531914
253,3.756595744680851
254,270.34212765957443
255,-39.41021276595745
256,-99.44425531914894
257,32.69702127659574
258,550.6408510638298
259,-10.079148936170213
260,-545.5165957446807
261,-258.8536170212767
262,85.62978723404257
263,165.68255319148938
264,88.84085106382979
265,-24.217021276595744
266,18.99914893617021
267,-108.23234042553179
268,14.97872340425532
269,-47.7736170212766
270,10.020425531914896
271,-28.273191489361707
272,-12.904680851063802
273,26.7174468085106
274,-574.896170212766
275,39.55489361702121
276,-41.970212765957456
277,-39.483404255319144
278,37.45446808510633
279,6.511489361702118
280,-41.416170212765955
281,-728.0842553191488
282,4241.548085106383
283,-183.50042553191489
284,-1.313191489361703
285,0.5812765957446793
286,-20.821276595744678
287,-217.64
288,-99.89446808510638
289,54.17531914893617
290,-768.9242553191489
291,-327.76
292,-787.6400000000001
293,0.9982978723404301
294,123.32510638297867
295,346.53617021276597
296,-20.047659574468128
297,51.076595744680844
298,61.437446808510686
299,3.697021276595706
300,11.302978723404237
301,-169.50042553191489
302,22.583829787234038
303,84.9744680851064
304,115.0170212765957
305,-97.09446808510639
306,-49.05106382978721
307,-198.76170212765965
308,-42.72680851063831
309,360.6417021276595
310,-59.70893617021278
311,1143.3021276595744
312,2.0195744680851035
313,-8.738723404255296
314,-88.62382978723394
315,17.062127659574468
316,33.958297872340424
317,-2.7148936170212767
318,25.750638297872342
319,2.819574468085106
320,426.49361702127663
321,-324.4042553191489
322,-369.19914893617033
323,-392.063829787234
324,51.320851063829764
325,-68.71063829787232
326,149.74723404255326
327,-17.680851063829778
328,25.558297872340404
329,-65.30808510638298
330,-301.07574468085113
331,-908.6714893617022
332,-78.3446808510638
333,19.968510638297857
334,81.68510638297872
335,11.103829787234076
336,-233.6059574468085
337,128.6782978723404
338,-235.06297872340429
339,58.67319148936173
340,-43.28595744680851
341,-61.80000000000001
342,647.571914893617
343,-122.46893617021277
344,8.115744680851066
345,-13.18212765957447
346,140.13702127659576
347,-11.09702127659574
348,-116.22297872340425
349,482.1753191489363
350,90.57276595744685
351,-72.07744680851064
352,-1700.6910638297877
353,-123.57361702127662
354,148.61787234042555
355,17.505531914893623
356,194.74042553191498
357,-2.0391489361702213
358,-31.895319148936167
359,-53.13106382978724
360,-640.4136170212767
361,23.27914893617026
362,49.17446808510641
363,696.295319148936
364,0.9429787234042522
365,-10.344680851063856
366,8.871489361702128
367,386.99829787234034
368,-266.84765957446814
369,227.35489361702128
370,-132.6774468085107
371,-119.78127659574467
372,-93.73617021276594
373,15.363404255319153
374,-281.5242553191488
375,-37.19234042553194
376,36.359148936170214
377,180.41617021276602
378,-358.17021276595744
379,15.697021276595763
380,29.451914893617015
381,1.8910638297872335
382,22.011914893617025
383,-198.7523404255321
384,-241.3744680851064
385,-265.3821276595744
386,-312.6936170212765
387,24.19659574468085
388,-125.00255319148937
389,-108.84085106382977
390,-10.17276595744681
391,6.664680851063828
392,-3.47829787234042
393,1.3097872340425454
394,-11.193191489361702
395,185.02893617021277
396,-26.831489361702126
397,-131.47574468085105
398,237.70297872340427
399,-300.74638297872343
400,-118.04170212765956
401,-10.641702127659528
402,-285.6
403,-83.81702127659571
404,-42.89617021276595
405,-91.33872340425535
406,687.3004255319149
407,-170.09531914893614
408,-47.551489361702124
409,-135.75319148936168
410,177.36595744680858
411,-829.3855319148936
412,-19.4
413,16.21787234042553
414,51.337021276595806
415,18.2331914893617
416,-99.10723404255316
417,-112.19744680851065
418,-23.15063829787234
419,10.054468085106379
420,-8.262127659574467
421,-26.527659574468082
422,-142.05787234042555
423,50.464680851063804
424,-17.22638297872342
425,0.8868085106382892
426,72.78893617021288
427,6.964255319148947
428,-113.48255319148939
429,164.9795744680851
430,40.063829787234
431,-48.57361702127659
432,-18.832340425531925
433,-142.24255319148938
434,-176.5659574468085
435,-114.60595744680847
436,-84.0859574468086
437,-284.8842553191489
438,-132.9285106382979
439,-110.87574468085106
440,-700.8459574468084
441,-102.24936170212766
442,114.37021276595749
443,38.65702127659575
444,15.152340425531914
445,40.10212765957448
446,11.945531914893621
447,-44.43914893617021
448,-16.587234042553206
449,482.26042553191496
450,19.247659574468116
451,4.772765957446808
452,-290.00170212765954
453,-11.75829787234045
454,-36.66212765957446
455,-225.3897872340425
456,-338.5310638297873
457,-23.03914893617025
458,443.9778723404255
459,90.8331914893617
460,136.7617021276596
461,5.941276595744682
462,-263.60085106382974
463,1241.482553191489
464,14.915744680851049
465,8.921702127659572
466,59.019574468085125
467,-22.194042553191487
468,-88.61276595744681
469,-114.67659574468081
470,54.08255319148937
471,-26.44510638297872
472,-1.2519148936170268
473,-37.28851063829787
474,108.17106382978727
475,-7.268936170212768
476,-293.16170212765957
477,-16.457872340425524
478,-72.00765957446808
479,-144.98893617021275
480,51.02893617021277
481,-30.21617021276596
482,-116.32000000000005
483,-127.33276595744684
484,-129.5914893617021
485,-143.65106382978723
486,488.30297872340424
487,-105.39234042553193
488,90.45787234042558
489,-438.68170212765955
490,-36.091914893617016
491,-102.68085106382978
492,-13.640851063829786
493,-132.57021276595742
494,0.1565957446808568
495,-20.251914893617027
496,-35.80680851063829
497,-106.51744680851061
498,46.50127659574471
499,-317.30042553191487
500,-39.05276595744681
501,9.592340425531916
502,133.9506382978724
503,-598.7463829787234
504,-222.7940425531915
505,-473.4910638297873
506,67.77531914893615
507,-75.75234042553191
508,-364.2876595744681
509,-183.93617021276594
510,-68.35489361702128
511,16.7012765957447
512,77.08765957446806
513,-10.367659574468078
514,-305.1608510638298
515,8.666382978723405
516,-65.28765957446808
517,-294.8995744680851
518,-51.05531914893618
519,126.98893617021281
520,26.2331914893617
521,-43.126808510638284
522,-51.24595744680849
523,-28.66297872340425
524,36.83744680851066
525,196.70382978723399
526,-177.49361702127658
527,-40.80851063829789
528,-49.55319148936172
529,-4.99489361702129
530,45.28170212765957
531,-3200.804255319149
532,-93.82382978723405
533,8.817872340425538
534,24.705531914893584
535,228.75744680851062
536,-47.61106382978721
537,-279.99914893617023
538,-253.268085106383
539,41.885957446808504
540,-1.8817021276595938
541,171.82127659574462
542,1826.567659574469
543,127.25531914893622
544,-61.00340425531917
545,34.65106382978723
546,11.296170212765958
547,-141.0782978723405
548,14.39234042553192
549,21.352340425531906
550,-5.671489361702122
551,-118.58723404255318
552,85.50553191489362
553,16.91574468085105
554,269.19659574468096
555,169.82212765957433
556,-14.891063829787242
557,-11.60340425531915
558,-185.48425531914893
559,-11.10127659574468
560,-20.61957446808511
561,-66.39063829787234
562,2047.0646808510628
563,30.344680851063828
564,-51.72255319148936
565,-109.65957446808511
566,146.42723404255315
567,-574.330212765959
568,-0.9506382978723451
569,-304.02808510638283
570,-201.46978723404254
571,-106.56936170212765
572,-130.0987234042553
573,-3.1370212765957532
574,-26.108085106382987
575,70.37446808510629
576,-62.68000000000001
577,59.34212765957443
578,-64.9055319148936
579,39.44
580,197.18127659574475
581,-62.56936170212766
582,-182.39404255319153
583,129.3446808510638
584,-154.77957446808512
585,186.95404255319158
586,-124.89106382978723
587,21.00595744680851
588,-165.19319148936165
589,-450.2323404255319
590,20.33191489361701
591,-72.11148936170213
592,-110.19148936170214
593,-58.69617021276596
594,-40.782127659574485
595,-94.74978723404251
596,-8.785531914893618
597,31.914893617021278
598,100.22978723404253
599,19.291063829787234
600,-18.57191489361702
601,12.750638297872356
602,-212.50127659574466
603,-21.348936170212767
604,-199.20765957446815
605,-59.56851063829788
606,88.35148936170208
607,-204.308085106383
608,-131.52510638297872
609,-84.08425531914895
610,-10.377872340425526
611,103.96340425531912
612,50.88425531914896
613,280.88255319148936
614,-17.010212765957448
615,-38.549787234042554
616,22.56765957446808
617,610.0297872340426
618,-18.716595744680852
619,-145.53787234042557
620,102.18042553191489
621,127.50382978723405
622,-67.66127659574477
623,55.85787234042553
624,-46.780425531914894
625,-214.92936170212766
626,-220.71829787234046
627,81.2340425531915
628,-115.96340425531918
629,1383.4451063829786
630,30.600851063829793
631,70.01787234042553
632,-8.087659574468091
633,-123.01446808510639
634,-462.3804255319149
635,9.302127659574467
636,-362.76510638297873
637,-8.805106382978723
638,-142.24255319148935
639,-306.55999999999995
640,-18.241702127659565
641,94.73361702127659
642,1.6459574468085094
643,-142.56936170212768
644,-12.929361702127657
645,-559.4485106382978
646,-33.768510638297855
647,114.88340425531914
648,-468.1651063829787
649,106.18042553191492
650,56.714893617021275
651,-4.352340425531915
652,4.839148936170215
653,-662.3889361702127
654,-5.5897872340425465
655,-55.79914893617021
656,-23.912340425531916
657,-197.88255319148936
658,-42.310638297872345
659,42.029787234042544
660,-49.10127659574469
661,-35.03659574468086
662,-17.8595744680851
663,13.847659574468139
664,46.2825531914894
665,186.63574468085108
666,211.89361702127655
667,-1188.785531914894
668,-192.45957446808512
669,-67.18808510638297
670,-641.8808510638298
671,-86.59489361702128
672,-79.55489361702126
673,-219.64680851063827
674,51.27829787234043
675,-293.6297872340424
676,-5.491063829787208
677,-133.2885106382979
678,-121.13021276595748
679,-8.755744680851064
680,-43.911489361702124
681,17.986382978723412
682,-607.4408510638298
683,-6.042553191489361
684,-81.77276595744681
685,-19.399148936170207
686,-23.01617021276597
687,-194.0374468085106
688,176.06978723404256
689,12.407659574468084
690,416.17787234042555
691,-25.896170212765924
692,-206.0987234042553
693,-45.52595744680849
694,-397.9804255319149
695,-80.83489361702128
696,-455.9251063829788
697,482.6110638297872
698,-210.27148936170212
699,-101.1863829787234
700,-75.98212765957447
701,44.450212765957446
702,-61.40340425531912
703,-36.694468085106394
704,-70.81446808510638
705,1372.1931914893619
706,220.9251063829787
707,77.17446808510641
708,-78.07234042553192
709,53.73276595744676
710,-0.8680851063829778
711,-50.26893617021277
712,428.4340425531915
713,-7.171914893617021
714,289.9353191489362
715,11.394893617021268
716,-102.6085106382979
717,-111.55489361702126
718,-72.18297872340425
719,-113.66638297872342
720,-88.89191489361701
721,377.52340425531906
722,-102.13276595744685
723,-103.03148936170209
724,-416.99914893617006
725,-69.67063829787236
726,-54.107234042553195
727,-11.804255319148936
728,-83.85617021276596
729,6.129361702127653
730,-7.8348936170212795
731,178.4263829787235
732,-49.613617021276596
733,-20.498723404255315
734,-277.5029787234043
735,-42.75148936170211
736,-5.314042553191513
737,165.82638297872342
738,-6.8076595744681185
739,-20.302127659574467
740,0.23914893617018151
741,15.05191489361702
742,-9.033191489361712
743,-139.268085106383
744,-22.38723404255319
745,189.56680851063902
746,-32.380425531914895
747,-23.722553191489368
748,19.983829787234043
749,47.86127659574467
750,544.936170212766
751,-55.18212765957449
752,-53.25531914893617
753,172.4348936170212
754,-90.02978723404254
755,-29.505531914893616
756,46.10553191489362
757,-3104.1140425531917
758,-39.909787234042554
759,2639.5829787234043
760,-14.85446808510639
761,19.112340425531915
762,41.488510638297896
763,-69.14723404255324
764,6.207659574468082
765,15.680000000000007
766,2.0629787234042567
767,96.3370212765958
768,29.254468085106396
769,768.8391489361702
770,162.75234042553188
771,-54.38893617021277
772,9.099574468085109
773,793.9693617021276
774,54.76085106382979
775,-24.83489361702128
776,64.04851063829787
777,25.209361702127694
778,-132.93021276595744
779,44.0468085106383
780,201.4723404255319
781,-133.1608510638298
782,115.6927659574468
783,9.0
784,41.78212765957446
785,22.7668085106383
786,-112.96170212765956
787,19.549787234042554
788,-101.65106382978729
789,-21.11063829787234
790,263.27234042553187
791,21.837446808510634
792,54.22808510638298
793,-569.7004255319148
794,-26.34382978723397
795,-35.70468085106383
796,-91.50212765957448
797,65.00510638297874
798,417.39489361702135
799,4.376170212765942
800,-36.03574468085105
801,63.04255319148933
802,-92.89872340425535
803,-2399.1855319148935
804,-749.9463829787235
805,350.852765957447
806,35.18127659574469
807,67.13617021276599
808,-65.32085106382978
809,36.255319148936174
810,72.9872340425532
811,187.5600000000013
812,0.7685106382979257
813,42.596595744680855
814,-1394.548936170213
815,-257.3225531914893
816,1120.6825531914892
817,179.7208510638298
818,108.33872340425535
819,-56.44595744680851
820,207.7753191489362
821,-151.6161702127659
822,22.319148936170222
823,159.30297872340418
824,-90.9753191489362
825,-201.42468085106373
826,-105.60936170212767
827,-193.06893617021285
828,-58.119148936170234
829,37.600851063829765
830,-79.44340425531917
831,49.217021276595744
832,-299.1012765957447
833,1127.9693617021271
834,221.9625531914894
835,125.17702127659572
836,25.72170212765957
837,59.91574468085106
838,68.70808510638301
839,1.544680851063731
840,-44.85361702127659
841,17.238297872340468
842,-6.17276595744681
843,5.7531914893617015
844,-8.077446808510643
845,-23.497021276595746
846,86.60936170212767
847,57.531914893617
848,-7.125957446808513
849,14.674893617021283
850,124.81361702127657
851,-2.3770212765957552
852,-5.011063829787233
853,442.35829787234024
854,-14.115744680851066
855,-64.3523404255319
856,55.94468085106382
857,-13.399148936170235
858,74.38893617021279
859,-233.13957446808513
860,-3.8417021276595733
861,84.61872340425532
862,-7.583829787234038
863,-39.270638297872324
864,-86.34382978723406
865,-33.89617021276595
866,-116.1625531914894
867,-2.2212765957446834
868,-21.113191489361704
869,211.91319148936168
870,-31.283404255319155
871,485.5251063829787
872,16.577021276595758
873,2582.6306382978723
874,23.599999999999994
875,111.00680851063831
876,-20.14553191489361
877,-965.1804255319149
878,524.5353191489339
879,-124.57446808510633
880,-28.55574468085107
881,-8.462978723404262
882,296.43574468085103
883,-58.47234042553194
884,-118.63659574468086
885,-264.0868085106383
886,-909.3608510638296
887,-39.2731914893617
888,78.54042553191488
889,-1.4102127659574464
890,-12.2468085106383
891,-3.6365957446808537
892,106.34042553191489
893,271.41787234042556
894,83.71404255319152
895,-496.9727659574455
896,-87.0859574468085
897,90.10893617021277
898,31.016170212765957
899,102.59659574468085
900,74.15489361702129
901,-120.44
902,107.87914893617022
903,35.17446808510638
904,-66.77957446808512
905,-505.93191489361743
906,17.032340425531913
907,0.3948936170212818
908,29.884255319148934
909,-54.025531914893605
910,187.94127659574474
911,1131.1225531914897
912,-23.282553191489363
913,-195.9770212765958
914,8.238297872340418
915,-36.29617021276596
916,-33.218723404255314
917,-49.0936170212766
918,139.20510638297873
919,-21.334468085106323
920,121.90468085106386
921,1142.5387234042553
922,46.891063829787235
923,-28.131914893617022
924,-1.7097872340425582
925,462.4919148936169
926,76.84765957446808
927,-27.75829787234045
928,-74.5327659574468
929,-2586.6817021276584
930,363.5940425531917
931,-134.36170212765956
932,21.981276595744703
933,155.0110638297872
934,21.27914893617023
935,272.00425531914897
936,-4.153191489361703
937,5.229787234042561
938,90.60425531914893
939,-74.25702127659575
940,-27.413617021276607
941,213.07999999999993
942,-54.84340425531916
943,-81.31914893617021
944,8.249361702127658
945,-17.939574468085105
946,34.26468085106383
947,-78.11659574468081
948,-29.09106382978723
949,-131.11063829787236
950,164.88255319148936
951,-85.72510638297871
952,13.47148936170214
953,-4.852765957446806
954,29.84085106382979
955,-154.84085106382977
956,1.185531914893617
957,31.894468085106382
958,-46.28340425531911
959,32.42723404255321
960,80.82382978723399
961,-48.5131914893617
962,-75.59319148936163
963,196.38808510638302
964,67.68255319148943
965,-26.623829787234044
966,-46.257872340425536
967,50.33191489361702
968,68.9514893617021
969,-57.94042553191488
970,-141.31319148936166
971,-223.95829787234044
972,-2.4902127659574376
973,75.85276595744676
974,-88.55659574468085
975,-85.6944680851064
976,-15.411914893617023
977,-6.441702127659596
978,-18.043404255319146
979,29.193191489361702
980,119.18042553191486
981,100.27659574468085
982,2.893617021276583
983,-46.25702127659574
984,-49.16340425531915
985,33.349787234042566
986,29.770212765957467
987,-16.459574468085105
988,-83.33106382978724
989,-110.96425531914895
990,105.14723404255324
991,-19.028085106382978
992,-262.49191489361715
993,-35.85446808510636
994,-55.120000000000005
995,262.12170212765704
996,150.48255319148936
997,248.1574468085107
998,24.20936170212765
999,111.39574468085107
1000,22.557446808510633
1001,20.120000000000005
1002,-65.98893617021278
1003,5.305531914893621
1004,-105.67659574468084
1005,-1.9710638297872407
1006,75.6085106382979
1007,69.49957446808514
1008,-281.14042553191393
1009,-272.64085106382976
1010,4.496170212765946
1011,-185.54212765957445
1012,-0.040000000000020464
1013,-85.21957446808511
1014,68.16936170212767
1015,-72.68255319148932
1016,7.627234042553191
1017,-56.02127659574468
1018,-97.99574468085108
1019,18.464680851063832
1020,-120.32255319148939
1021,-48.833191489361695
1022,61.377872340425256
1023,-889.0485106382985
1024,246.87148936170206
1025,22.131914893617022
1026,10.089361702127661
1027,-99.61702127659555
1028,-34.53617021276595
1029,9.529361702127659
1030,-22.081702127659575
1031,-269.3582978723389
1032,-106.61276595744681
1033,143.18978723404257
1034,9.786382978723424
1035,79.47829787234048
1036,18.975319148936173
1037,-31.592340425531916
1038,6.594893617021171
1039,74.08680851063826
1040,-30.50893617021279
1041,40.86382978723407
1042,-15.331914893617025
1043,108.02127659574467
1044,-63.70808510638298
1045,628.0936170212767
1046,244.9957446808511
1047,68.19744680851063
1048,-42.119148936170234
1049,13.171914893617014
1050,-96.53787234042557
1051,16.62042553191489
1052,86.94382978723405
1053,113.7004255319149
1054,-231.01021276595745
1055,-5.268936170212765
1056,-44.61276595744681
1057,-42.07234042553191
1058,-90.50127659574468
1059,21.117446808510635
1060,138.3702127659575
1061,-401.8757446808511
1062,266.91148936170214
1063,534.4595744680851
1064,40.60170212765959
1065,-12.518297872340412
1066,65.0655319148936
1067,222.88
1068,14.804255319148936
1069,11.04680851063813
1070,69.34978723404254
1071,-12.776170212766033
1072,-16.3668085106383
1073,214.58042553191444
1074,30.361702127659584
1075,15.491914893616979
1076,372.3642553191489
1077,-905.8408510638297
1078,-110.77191489361701
1079,-11.451063829787234
1080,-225.1344680851064
1081,-660.7046808510622
1082,-332.3336170212766
1083,136.1685106382979
1084,-37.65106382978723
1085,-1382.9727659574467
1086,-94.04170212765959
1087,13.070638297872343
1088,48.766808510638285
1089,429.4459574468092
1090,-24.439148936170227
1091,2713.6229787234042
1092,374.0306382978723
1093,112.03744680851065
1094,359.4229787234043
1095,-49.503829787234054
1096,11.918297872340432
1097,-113.57531914893616
1098,-21.327659574468072
1099,-3.812765957446807
1100,-11.952340425531915
1101,-98.48595744680853
1102,-266.7421276595745
1103,-24.804255319148865
1104,14.028085106383003
1105,-245.72085106382977
1106,-1.47659574468085
1107,63.77446808510638
1108,-2094.2621276595746
1109,463.3727659574465
1110,24.80851063829789
1111,-78.24510638297872
1112,3352.2868085106384
1113,59.63574468085107
1114,-32.45957446808512
1115,54.679148936170236
1116,272.6306382978722
1117,20.404255319148945
1118,-449.6825531914893
1119,-1155.892765957447
1120,-68.53872340425532
1121,117.96510638297872
1122,3.1557446808510647
1123,1.3557446808510605
1124,-526.2774468085107
1125,-49.83829787234043
1126,1350.766808510638
1127,52.633191489361764
1128,-25.924255319148937
1129,-230.5804255319149
1130,-10.646808510638298
1131,-66.90212765957403
1132,3713.92
1133,-3.1353191489361762
1134,-143.38212765957445
1135,35.819574468085136
1136,-24.954893617021277
1137,-71.86468085106384
1138,-50.98723404255318
1139,25.824680851063825
1140,8.674042553191484
1141,-74.76340425531914
1142,0.497021276595742
1143,-640.8893617021276
1144,-91.19659574468096
1145,-282.36170212765956
1146,266.6519148936169
1147,-12.00765957446809
1148,27.23063829787234
1149,-68.76765957446807
1150,-2.8331914893617007
1151,200.36851063829783
1152,43.53191489361703
1153,-1374.2085106382979
1154,43.94382978723404
1155,82.4851063829787
1156,1507.5123404255319
1157,19.97787234042553
1158,-1180.5140425531915
1159,9.788936170212764
1160,32.48851063829788
1161,13.68340425531915
1162,36.33106382978724
1163,9.117446808510639
1164,-59.67574468085107
1165,370.83234042553204
1166,-19.48170212765957
1167,-2.811914893617022
1168,38.81276595744683
1169,30.01617021276597
1170,212.85276595744676
1171,-66.73191489361703
1172,-1.6621276595744234
1173,349.07744680851056
1174,-71.15063829787235
1175,853.5174468085106
1176,0.5012765957446845
1177,241.63914893617027
1178,-15.369361702127659
1179,20.1574468085106
1180,0.8451063829787131
1181,15.991489361702122
1182,-163.46978723404254
1183,-85.64255319148936
1184,274.77702127659575
1185,-13.233191489361701
1186,-59.45446808510639
1187,-33.77021276595747
1188,-34.16936170212766
1189,101.48170212765956
1190,-5.791489361702128
1191,-18.219574468085113
1192,197.61787234042552
1193,-43.71063829787235
1194,-66.25191489361703
1195,17.248510638297873
1196,-566.6748936170213
1197,141.09276595744683
1198,157.26893617021278
1199,-198.48170212765956
1200,-13.15063829787234
1201,1.8178723404255237
1202,-130.97106382978723
1203,-145.58212765957444
1204,48.19659574468085
1205,62.740425531914894
1206,-533.8059574468086
1207,203.18212765957446
1208,-46.8868085106383
1209,-52.28425531914894
1210,-3.57361702127659
1211,17.455319148936155
1212,43.6859574468085
1213,-1.1268085106382983
1214,-104.43489361702126
1215,36.78212765957443
1216,-581.2212765957447
1217,-10.868085106382978
1218,-335.81446808510645
1219,-144.97872340425533
1220,116.42212765957447
1221,2682.1310638297873
1222,1821.4978723404256
1223,55.50553191489362
1224,-254.47914893617025
1225,14.510638297872333
1226,-27.1574468085106
1227,-19.097872340425525
1228,-3.7378723404255325
1229,-62.8868085106383
1230,-79.4195744680851
1231,-119.29531914893613
1232,-1.9395744680851124
1233,108.97276595744682
1234,0.5727659574468049
1235,-108.48170212765959
1236,-11.328510638297871
1237,-247.22468085106385
1238,-1507.5148936170212
1239,89.72936170212768
1240,-195.7804255319149
1241,120.30127659574467
1242,-8.54127659574468
1243,1.4493617021276606
1244,-186.77617021276595
1245,-469.0229787234042
1246,115.52851063829787
1247,22.591489361702088
1248,1913.9880851063829
1249,-6.685957446808512
1250,7.037446808510637
1251,55.9863829787234
1252,285.9370212765957
1253,36.42553191489361
1254,-9.62978723404255
1255,67.77191489361704
1256,-143.7548936170212
1257,1300.911489361702
1258,177.46553191489363
1259,136.2263829787234
1260,-40.86893617021276
1261,-39.307234042553205
1262,6.094468085106383
1263,13.926808510638296
1264,5.348936170212767
1265,-41.26893617021278
1266,4.567659574468081
1267,-448.7370212765958
1268,-8.553191489361701
1269,-28.778723404255288
1270,-29.63404255319149
1271,-139.57021276595745
1272,-24.833191489361695
1273,23.765957446808514
1274,22.867234042553193
1275,-40.14553191489362
1276,-775.9668085106382
1277,19.649361702127663
1278,-133.12
1279,-25.85787234042553
1280,34.45531914893617
1281,173.69191489361708
1282,28.94893617021279
1283,-14.4068085106383
1284,63.01446808510638
1285,73.32085106382988
1286,58.95319148936171
1287,-299.15574468085106
1288,-951.0382978723392
1289,-23.998297872340423
1290,928.0297872340426
1291,9.962553191489363
1292,27.08765957446809
1293,410.72255319148917
1294,-1.199148936170218
